0 	 0.994401 
0.0628319 	 1.00162 
0.125664 	 1.00303 
0.188496 	 0.998764 
0.251327 	 0.988971 
0.314159 	 0.973839 
0.376991 	 0.953584 
0.439823 	 0.928445 
0.502655 	 0.898683 
0.565487 	 0.86458 
0.628319 	 0.82643 
0.69115 	 0.784539 
0.753982 	 0.739223 
0.816814 	 0.6908 
0.879646 	 0.639594 
0.942478 	 0.585925 
1.00531 	 0.530111 
1.06814 	 0.472464 
1.13097 	 0.413291 
1.19381 	 0.352889 
1.25664 	 0.291545 
1.31947 	 0.229534 
1.3823 	 0.167121 
1.44513 	 0.10456 
1.50796 	 0.0420902 
1.5708 	 -0.0200591 
1.63363 	 -0.0816709 
1.69646 	 -0.14254 
1.75929 	 -0.20247 
1.82212 	 -0.261276 
1.88496 	 -0.318784 
1.94779 	 -0.374824 
2.01062 	 -0.429236 
2.07345 	 -0.481868 
2.13628 	 -0.532573 
2.19911 	 -0.581208 
2.26195 	 -0.627636 
2.32478 	 -0.671725 
2.38761 	 -0.713346 
2.45044 	 -0.752374 
2.51327 	 -0.788688 
2.57611 	 -0.822171 
2.63894 	 -0.852708 
2.70177 	 -0.880191 
2.7646 	 -0.904516 
2.82743 	 -0.925584 
2.89027 	 -0.943302 
2.9531 	 -0.957584 
3.01593 	 -0.968352 
3.07876 	 -0.975538 
3.14159 	 -0.979082 
3.20442 	 -0.978935 
3.26726 	 -0.975062 
3.33009 	 -0.967437 
3.39292 	 -0.956052 
3.45575 	 -0.940912 
3.51858 	 -0.922035 
3.58142 	 -0.89946 
3.64425 	 -0.873238 
3.70708 	 -0.843442 
3.76991 	 -0.810159 
3.83274 	 -0.773495 
3.89557 	 -0.733574 
3.95841 	 -0.690539 
4.02124 	 -0.644547 
4.08407 	 -0.595774 
4.1469 	 -0.544413 
4.20973 	 -0.49067 
4.27257 	 -0.434767 
4.3354 	 -0.376938 
4.39823 	 -0.317429 
4.46106 	 -0.256496 
4.52389 	 -0.194405 
4.58673 	 -0.131428 
4.64956 	 -0.0678422 
4.71239 	 -0.00392742 
4.77522 	 0.0600338 
4.83805 	 0.12376 
4.90088 	 0.186972 
4.96372 	 0.249394 
5.02655 	 0.310758 
5.08938 	 0.370804 
5.15221 	 0.42928 
5.21504 	 0.485948 
5.27788 	 0.54058 
5.34071 	 0.592965 
5.40354 	 0.642907 
5.46637 	 0.690227 
5.5292 	 0.734763 
5.59203 	 0.776374 
5.65487 	 0.814936 
5.7177 	 0.850347 
5.78053 	 0.882524 
5.84336 	 0.911405 
5.90619 	 0.936948 
5.96903 	 0.959131 
6.03186 	 0.977953 
6.09469 	 0.993431 
6.15752 	 1.0056 
6.22035 	 1.01451 
6.28319 	 1.02024 
