0	-16.6553	-16.6553	-16.6553
0.05	-16.311	-16.2918	-16.3303
0.1	-15.3521	-15.3136	-15.3905
0.15	-14.3498	-14.2922	-14.4074
0.2	-13.3554	-13.2789	-13.432
0.25	-12.3869	-12.2916	-12.4822
0.3	-11.452	-11.3382	-11.5659
0.35	-10.5543	-10.4222	-10.6864
0.4	-9.69528	-9.54527	-9.8453
0.45	-8.87518	-8.70762	-9.04273
0.5	-8.09364	-7.90896	-8.27833
0.55	-7.34993	-7.14858	-7.55128
0.6	-6.64302	-6.4255	-6.86053
0.65	-5.97177	-5.73864	-6.2049
0.7	-5.33495	-5.08678	-5.58311
0.75	-4.73128	-4.4687	-4.99386
0.8	-4.15948	-3.88314	-4.43582
0.85	-3.61826	-3.32885	-3.90767
0.9	-3.10636	-2.80461	-3.40812
0.95	-2.62255	-2.3092	-2.93589
1	-2.1656	-1.84145	-2.48975
1.05	-1.73436	-1.40021	-2.06851
1.1	-1.32768	-0.984371	-1.671
1.15	-0.944484	-0.592868	-1.2961
1.2	-0.583708	-0.224666	-0.942749
1.25	-0.244343	0.121226	-0.609911
1.3	0.0745833	0.445766	-0.2966
1.35	0.374003	0.749872	-0.00186653
1.4	0.65481	1.03443	0.275194
1.45	0.917861	1.30028	0.535447
1.5	1.16398	1.54823	0.779722
1.55	1.39394	1.77908	1.00881
1.6	1.60851	1.99357	1.22346
1.65	1.8084	2.19242	1.42439
1.7	1.99431	2.37632	1.6123
1.75	2.16687	2.54593	1.78782
1.8	2.32674	2.70189	1.95159
1.85	2.47451	2.84481	2.1042
1.9	2.61075	2.97528	2.24621
1.95	2.73602	3.09387	2.37816
2	2.85084	3.20112	2.50056
2.05	2.95573	3.29756	2.6139
2.1	3.05115	3.38368	2.71863
2.15	3.13759	3.45998	2.81519
2.2	3.21546	3.52691	2.90401
2.25	3.28521	3.58494	2.98548
2.3	3.34723	3.63449	3.05997
2.35	3.40192	3.676	3.12785
2.4	3.44964	3.70985	3.18944
2.45	3.49076	3.73644	3.24508
2.5	3.52561	3.75616	3.29507
2.55	3.55453	3.76936	3.3397
2.6	3.57782	3.77641	3.37924
2.65	3.59579	3.77763	3.41396
2.7	3.60873	3.77337	3.4441
