0	-16.6553	-16.6553	-16.6553
0.05	-16.311	-16.1921	-16.43
0.1	-15.3521	-15.1839	-15.5203
0.15	-14.3498	-14.1438	-14.5559
0.2	-13.3554	-13.1175	-13.5933
0.25	-12.3869	-12.1209	-12.6529
0.3	-11.452	-11.1606	-11.7434
0.35	-10.5543	-10.2396	-10.8691
0.4	-9.69528	-9.35883	-10.0317
0.45	-8.87518	-8.51832	-9.23204
0.5	-8.09364	-7.71748	-8.46981
0.55	-7.34993	-6.9554	-7.74445
0.6	-6.64302	-6.23095	-7.05509
0.65	-5.97177	-5.54287	-6.40066
0.7	-5.33495	-4.88986	-5.78003
0.75	-4.73128	-4.27057	-5.19198
0.8	-4.15948	-3.68366	-4.63529
0.85	-3.61826	-3.1278	-4.10872
0.9	-3.10636	-2.60169	-3.61104
0.95	-2.62255	-2.10404	-3.14106
1	-2.1656	-1.63362	-2.69758
1.05	-1.73436	-1.18924	-2.27947
1.1	-1.32768	-0.76974	-1.88563
1.15	-0.944484	-0.374001	-1.51497
1.2	-0.583708	-0.000954926	-1.16646
1.25	-0.244343	0.350427	-0.839112
1.3	0.0745833	0.681132	-0.531965
1.35	0.374003	0.992105	-0.2441
1.4	0.65481	1.28425	0.025365
1.45	0.917861	1.55845	0.277275
1.5	1.16398	1.81552	0.51244
1.55	1.39394	2.05625	0.731638
1.6	1.60851	2.28142	0.935609
1.65	1.8084	2.49174	1.12507
1.7	1.99431	2.68792	1.30069
1.75	2.16687	2.87061	1.46313
1.8	2.32674	3.04046	1.61302
1.85	2.47451	3.19808	1.75094
1.9	2.61075	3.34403	1.87747
1.95	2.73602	3.47889	1.99315
2	2.85084	3.60317	2.09851
2.05	2.95573	3.7174	2.19405
2.1	3.05115	3.82206	2.28025
2.15	3.13759	3.91762	2.35755
2.2	3.21546	4.00451	2.42641
2.25	3.28521	4.08318	2.48724
2.3	3.34723	4.15402	2.54045
2.35	3.40192	4.21743	2.58641
2.4	3.44964	4.27378	2.62551
2.45	3.49076	4.32344	2.65808
2.5	3.52561	4.36675	2.68448
2.55	3.55453	4.40403	2.70503
2.6	3.57782	4.43561	2.72003
2.65	3.59579	4.46179	2.7298
2.7	3.60873	4.48286	2.7346
2.75	3.61692	4.4991	2.73473
2.8	3.62061	4.51078	2.73044
2.85	3.62007	4.51815	2.72199
2.9	3.61554	4.52147	2.70962
2.95	3.60726	4.52096	2.69356
3	3.59545	4.51686	2.67404
3.05	3.58033	4.50939	2.65127
3.1	3.56211	4.49875	2.62546
3.15	3.54098	4.48515	2.59681
3.2	3.51714	4.46877	2.56551
3.25	3.49078	4.44981	2.53174
3.3	3.46206	4.42845	2.49567
3.35	3.43116	4.40484	2.45748
3.4	3.39824	4.37916	2.41732
3.45	3.36346	4.35157	2.37536
3.5	3.32697	4.32221	2.33173
3.55	3.2889	4.29122	2.28658
3.6	3.2494	4.25876	2.24004
3.65	3.20859	4.22494	2.19225
3.7	3.16661	4.18989	2.14333
3.75	3.12357	4.15374	2.0934
3.8	3.07958	4.1166	2.04257
3.85	3.03476	4.07858	1.99095
3.9	2.98921	4.03978	1.93864
3.95	2.94302	4.00031	1.88574
4	2.8963	3.96026	1.83234
4.05	2.84913	3.91971	1.77854
4.1	2.80159	3.87876	1.72441
4.15	2.75376	3.83749	1.67004
4.2	2.70573	3.79596	1.6155
4.25	2.65756	3.75426	1.56086
4.3	2.60931	3.71245	1.50618
4.35	2.56106	3.67059	1.45153
4.4	2.51286	3.62874	1.39697
4.45	2.46476	3.58697	1.34255
4.5	2.41681	3.54531	1.28832
4.55	2.36907	3.50382	1.23432
4.6	2.32157	3.46253	1.1806
4.65	2.27435	3.4215	1.1272
4.7	2.22745	3.38075	1.07415
4.75	2.1809	3.34032	1.02149
4.8	2.13474	3.30024	0.969231
4.85	2.08897	3.26053	0.917413
4.9	2.04364	3.22122	0.866054
4.95	1.99875	3.18232	0.815171
5	1.95432	3.14386	0.76478
5.05	1.91036	3.10584	0.714893
5.1	1.86689	3.06827	0.665519
5.15	1.82391	3.03117	0.616665
5.2	1.78143	2.99453	0.568334
5.25	1.73944	2.95836	0.520528
5.3	1.69795	2.92266	0.473246
5.35	1.65695	2.88742	0.426482
5.4	1.61644	2.85264	0.380231
5.45	1.5764	2.81831	0.334484
5.5	1.53683	2.78443	0.289231
5.55	1.49771	2.75097	0.244458
5.6	1.45904	2.71793	0.20015
5.65	1.42079	2.68529	0.156291
5.7	1.38294	2.65302	0.112862
5.75	1.34548	2.62112	0.0698431
5.8	1.30838	2.58956	0.0272118
5.85	1.27163	2.55831	-0.0150548
5.9	1.23519	2.52736	-0.0569814
5.95	1.19904	2.49667	-0.098594
6	1.16315	2.46623	-0.13992
6.05	1.12751	2.436	-0.180986
6.1	1.09207	2.40595	-0.221823
6.15	1.0568	2.37606	-0.26246
6.2	1.02169	2.3463	-0.302927
6.25	0.986689	2.31663	-0.343256
6.3	0.951775	2.28703	-0.383479
6.35	0.916916	2.25746	-0.423626
6.4	0.882078	2.22789	-0.463731
6.45	0.84723	2.19829	-0.503826
6.5	0.812339	2.16862	-0.543944
6.55	0.777374	2.13886	-0.584116
6.6	0.742301	2.10898	-0.624375
6.65	0.707089	2.07893	-0.664754
6.7	0.671707	2.0487	-0.705283
6.75	0.636124	2.01824	-0.745995
6.8	0.600309	1.98754	-0.786919
6.85	0.564233	1.95655	-0.828087
6.9	0.527866	1.92526	-0.869526
6.95	0.49118	1.89363	-0.911266
7	0.454147	1.86163	-0.953334
7.05	0.416742	1.82924	-0.995758
7.1	0.378938	1.79644	-1.03856
7.15	0.340712	1.76319	-1.08177
7.2	0.30204	1.72949	-1.12541
7.25	0.262901	1.6953	-1.16949
7.3	0.223275	1.6606	-1.21405
7.35	0.183142	1.62538	-1.2591
7.4	0.142484	1.58962	-1.30465
7.45	0.101286	1.5533	-1.35073
7.5	0.0595338	1.51642	-1.39735
7.55	0.0172133	1.47894	-1.44452
7.6	-0.0256863	1.44088	-1.49225
7.65	-0.0691747	1.4022	-1.54055
7.7	-0.11326	1.36292	-1.58944
7.75	-0.157948	1.32302	-1.63891
7.8	-0.203243	1.28249	-1.68898
7.85	-0.249149	1.24134	-1.73964
7.9	-0.295665	1.19956	-1.79089
7.95	-0.342792	1.15716	-1.84274
8	-0.390526	1.11413	-1.89519
8.05	-0.438864	1.07049	-1.94822
8.1	-0.487799	1.02624	-2.00183
8.15	-0.537323	0.981379	-2.05602
8.2	-0.587427	0.935926	-2.11078
8.25	-0.638099	0.889892	-2.16609
8.3	-0.689326	0.843287	-2.22194
8.35	-0.741095	0.796129	-2.27832
8.4	-0.793387	0.748431	-2.33521
8.45	-0.846186	0.700214	-2.39259
8.5	-0.899473	0.651496	-2.45044
8.55	-0.953226	0.602298	-2.50875
8.6	-1.00742	0.552643	-2.56749
8.65	-1.06204	0.502555	-2.62663
8.7	-1.11705	0.452058	-2.68616
8.75	-1.17243	0.401179	-2.74605
8.8	-1.22816	0.349945	-2.80626
8.85	-1.28419	0.298386	-2.86677
8.9	-1.34051	0.246531	-2.92755
8.95	-1.39708	0.19441	-2.98858
9	-1.45388	0.142056	-3.04981
9.05	-1.51086	0.0895008	-3.11122
9.1	-1.568	0.0367774	-3.17277
9.15	-1.62526	-0.0160801	-3.23444
9.2	-1.68261	-0.0690373	-3.29618
9.25	-1.74001	-0.122059	-3.35796
9.3	-1.79743	-0.175111	-3.41974
9.35	-1.85483	-0.228156	-3.4815
9.4	-1.91217	-0.28116	-3.54319
9.45	-1.96943	-0.334086	-3.60478
9.5	-2.02656	-0.386897	-3.66623
9.55	-2.08353	-0.439559	-3.72751
9.6	-2.14031	-0.492035	-3.78858
9.65	-2.19685	-0.54429	-3.84941
9.7	-2.25312	-0.596289	-3.90996
9.75	-2.3091	-0.647996	-3.9702
9.8	-2.36473	-0.699377	-4.03009
9.85	-2.42	-0.750398	-4.08959
9.9	-2.47486	-0.801027	-4.14869
9.95	-2.52928	-0.851232	-4.20733
