0	-16.6553	-18.6269	-14.6836
0.05	-16.311	-18.1865	-14.4355
0.1	-15.3521	-17.1361	-13.5681
0.15	-14.3498	-16.0468	-12.6528
0.2	-13.3554	-14.9697	-11.7412
0.25	-12.3869	-13.9224	-10.8514
0.3	-11.452	-12.9127	-9.9914
0.35	-10.5543	-11.9437	-9.16494
0.4	-9.69528	-11.0169	-8.37365
0.45	-8.87518	-10.1324	-7.618
0.5	-8.09364	-9.28951	-6.89778
0.55	-7.34993	-8.48746	-6.21239
0.6	-6.64302	-7.72508	-5.56096
0.65	-5.97177	-7.00105	-4.94248
0.7	-5.33495	-6.31403	-4.35586
0.75	-4.73128	-5.66262	-3.79994
0.8	-4.15948	-5.04539	-3.27356
0.85	-3.61826	-4.46097	-2.77555
0.9	-3.10636	-3.90797	-2.30476
0.95	-2.62255	-3.38506	-1.86003
1	-2.1656	-2.89093	-1.44028
1.05	-1.73436	-2.42431	-1.04441
1.1	-1.32768	-1.98399	-0.671381
1.15	-0.944484	-1.56878	-0.32019
1.2	-0.583708	-1.17755	0.0101395
1.25	-0.244343	-0.809227	0.320542
1.3	0.0745833	-0.462752	0.611918
1.35	0.374003	-0.137126	0.885132
1.4	0.65481	0.168609	1.14101
1.45	0.917861	0.455373	1.38035
1.5	1.16398	0.724045	1.60391
1.55	1.39394	0.975468	1.81242
1.6	1.60851	1.21045	2.00658
1.65	1.8084	1.42975	2.18706
1.7	1.99431	1.63412	2.35449
1.75	2.16687	1.82425	2.50949
1.8	2.32674	2.00083	2.65265
1.85	2.47451	2.16449	2.78452
1.9	2.61075	2.31585	2.90565
1.95	2.73602	2.45551	3.01653
2	2.85084	2.58401	3.11768
2.05	2.95573	2.70191	3.20955
2.1	3.05115	2.80971	3.29259
2.15	3.13759	2.90792	3.36725
2.2	3.21546	2.997	3.43393
2.25	3.28521	3.0774	3.49302
2.3	3.34723	3.14956	3.54491
2.35	3.40192	3.21389	3.58995
2.4	3.44964	3.27078	3.62851
2.45	3.49076	3.32062	3.6609
2.5	3.52561	3.36377	3.68746
2.55	3.55453	3.40058	3.70848
2.6	3.57782	3.43138	3.72426
2.65	3.59579	3.4565	3.73509
2.7	3.60873	3.47623	3.74124
2.75	3.61692	3.49087	3.74296
2.8	3.62061	3.50071	3.74051
2.85	3.62007	3.50602	3.73412
2.9	3.61554	3.50706	3.72403
2.95	3.60726	3.50407	3.71046
3	3.59545	3.49729	3.69361
3.05	3.58033	3.48696	3.67371
3.1	3.56211	3.47329	3.65093
3.15	3.54098	3.45649	3.62547
3.2	3.51714	3.43677	3.59751
3.25	3.49078	3.41433	3.56723
3.3	3.46206	3.38934	3.53478
3.35	3.43116	3.36199	3.50034
3.4	3.39824	3.33244	3.46404
3.45	3.36346	3.30087	3.42605
3.5	3.32697	3.26743	3.38651
3.55	3.2889	3.23227	3.34553
3.6	3.2494	3.19553	3.30327
3.65	3.20859	3.15735	3.25984
3.7	3.16661	3.11786	3.21536
3.75	3.12357	3.0772	3.16994
3.8	3.07958	3.03548	3.12369
3.85	3.03476	2.99281	3.07672
3.9	2.98921	2.9493	3.02912
3.95	2.94302	2.90506	2.98099
4	2.8963	2.86019	2.93241
4.05	2.84913	2.81478	2.88348
4.1	2.80159	2.76891	2.83426
4.15	2.75376	2.72268	2.78485
4.2	2.70573	2.67616	2.7353
4.25	2.65756	2.62943	2.68568
4.3	2.60931	2.58256	2.63607
4.35	2.56106	2.53561	2.58651
4.4	2.51286	2.48865	2.53706
4.45	2.46476	2.44173	2.48778
4.5	2.41681	2.39491	2.43872
4.55	2.36907	2.34823	2.3899
4.6	2.32157	2.30175	2.34139
4.65	2.27435	2.2555	2.2932
4.7	2.22745	2.20952	2.24538
4.75	2.1809	2.16385	2.19796
4.8	2.13474	2.11851	2.15096
4.85	2.08897	2.07354	2.10441
4.9	2.04364	2.02896	2.05832
4.95	1.99875	1.98478	2.01271
5	1.95432	1.94103	1.9676
5.05	1.91036	1.89773	1.923
5.1	1.86689	1.85487	1.87891
5.15	1.82391	1.81248	1.83535
5.2	1.78143	1.77055	1.79231
5.25	1.73944	1.7291	1.74979
5.3	1.69795	1.68811	1.70779
5.35	1.65695	1.64759	1.66631
5.4	1.61644	1.60753	1.62534
5.45	1.5764	1.56793	1.58487
5.5	1.53683	1.52877	1.54489
5.55	1.49771	1.49005	1.50538
5.6	1.45904	1.45175	1.46633
5.65	1.42079	1.41385	1.42772
5.7	1.38294	1.37635	1.38954
5.75	1.34548	1.33921	1.35176
5.8	1.30838	1.30242	1.31435
5.85	1.27163	1.26595	1.27731
5.9	1.23519	1.22979	1.24059
5.95	1.19904	1.1939	1.20418
6	1.16315	1.15827	1.16804
6.05	1.12751	1.12286	1.13216
6.1	1.09207	1.08764	1.09649
6.15	1.0568	1.0526	1.06101
6.2	1.02169	1.01769	1.02569
6.25	0.986689	0.982882	0.990495
6.3	0.951775	0.948155	0.955396
6.35	0.916916	0.913472	0.92036
6.4	0.882078	0.878802	0.885354
6.45	0.84723	0.844114	0.850347
6.5	0.812339	0.809375	0.815304
6.55	0.777374	0.774554	0.780193
6.6	0.742301	0.739619	0.744983
6.65	0.707089	0.704538	0.709641
6.7	0.671707	0.669281	0.674134
6.75	0.636124	0.633816	0.638433
6.8	0.600309	0.598113	0.602505
6.85	0.564233	0.562144	0.566322
6.9	0.527866	0.525879	0.529853
6.95	0.49118	0.48929	0.49307
7	0.454147	0.452349	0.455945
7.05	0.416742	0.415031	0.418452
7.1	0.378938	0.377311	0.380565
7.15	0.340712	0.339164	0.342259
7.2	0.30204	0.300568	0.303512
7.25	0.262901	0.261501	0.264302
7.3	0.223275	0.221943	0.224607
7.35	0.183142	0.181875	0.184409
7.4	0.142484	0.141279	0.143689
7.45	0.101286	0.10014	0.102433
7.5	0.0595338	0.0584433	0.0606243
7.55	0.0172133	0.016176	0.0182506
7.6	-0.0256863	-0.026673	-0.0246996
7.65	-0.0691747	-0.0701133	-0.0682361
7.7	-0.11326	-0.114153	-0.112367
7.75	-0.157948	-0.158797	-0.157098
7.8	-0.203243	-0.204051	-0.202435
7.85	-0.249149	-0.249917	-0.24838
7.9	-0.295665	-0.296396	-0.294934
7.95	-0.342792	-0.343487	-0.342096
8	-0.390526	-0.391188	-0.389865
8.05	-0.438864	-0.439493	-0.438235
8.1	-0.487799	-0.488397	-0.4872
8.15	-0.537323	-0.537892	-0.536754
8.2	-0.587427	-0.587968	-0.586885
8.25	-0.638099	-0.638614	-0.637584
8.3	-0.689326	-0.689816	-0.688836
8.35	-0.741095	-0.741561	-0.740628
8.4	-0.793387	-0.793831	-0.792944
8.45	-0.846186	-0.846608	-0.845765
8.5	-0.899473	-0.899874	-0.899072
8.55	-0.953226	-0.953607	-0.952844
8.6	-1.00742	-1.00779	-1.00706
8.65	-1.06204	-1.06238	-1.06169
8.7	-1.11705	-1.11738	-1.11672
8.75	-1.17243	-1.17275	-1.17212
8.8	-1.22816	-1.22845	-1.22786
8.85	-1.28419	-1.28448	-1.28391
8.9	-1.34051	-1.34078	-1.34024
8.95	-1.39708	-1.39734	-1.39683
9	-1.45388	-1.45412	-1.45363
9.05	-1.51086	-1.51109	-1.51063
9.1	-1.568	-1.56822	-1.56778
9.15	-1.62526	-1.62547	-1.62505
9.2	-1.68261	-1.68281	-1.68241
9.25	-1.74001	-1.7402	-1.73982
9.3	-1.79743	-1.79761	-1.79725
9.35	-1.85483	-1.855	-1.85465
9.4	-1.91217	-1.91234	-1.91201
9.45	-1.96943	-1.96959	-1.96928
9.5	-2.02656	-2.02671	-2.02642
9.55	-2.08353	-2.08368	-2.08339
9.6	-2.14031	-2.14044	-2.14018
9.65	-2.19685	-2.19698	-2.19672
9.7	-2.25312	-2.25325	-2.253
9.75	-2.3091	-2.30921	-2.30898
9.8	-2.36473	-2.36484	-2.36462
9.85	-2.42	-2.4201	-2.41989
9.9	-2.47486	-2.47496	-2.47476
9.95	-2.52928	-2.52938	-2.52919
